OrderID,OrderDate,CustomerID,Age,Gender,AnnualIncome,CustomerSegment,City,ProductID,ProductName,Category,SubCategory,Quantity,UnitPrice,DiscountPercent,TotalPrice,PaymentType,DeviceType,OrderStatus,CampaignID,CampaignName,Channel,TotalSpend,Country,ReviewSentiment,ProductRating
O101563,2023-03-06,C1786,48,Female,248746,Premium,Pune,110,Backpack,Apparel,Bags,1,988.09,0,988.09,UPI,Desktop,Delivered,CAM05,Content Marketing,Organic,2000,India,Positive,4.0
O101564,2023-12-12,C1879,59,Male,219561,Standard,Kolkata,103,Yoga Mat,Sports,Fitness,1,643.47,0,643.47,UPI,Mobile,Delivered,CAM06,Refer a Friend,Referral,1500,India,Positive,5.0
O101565,2023-04-21,C1286,26,Male,230572,Standard,Bengaluru,109,Water Bottle,Sports,Accessories,1,728.23,0,728.23,Debit Card,Desktop,Delivered,CAM06,Refer a Friend,Referral,1500,India,,
O101566,2023-08-09,C1567,19,Female,24386,Premium,Bengaluru,107,Gaming Mouse,Electronics,Accessories,3,1298.16,0,3894.48,Credit Card,Mobile,Delivered,CAM05,Content Marketing,Organic,2000,India,,
O101567,2023-01-21,C1508,18,Female,148692,Standard,Bengaluru,112,Blender,Home & Kitchen,Appliances,1,1005.42,0,1005.42,Wallet,Mobile,Delivered,CAM05,Content Marketing,Organic,2000,India,Positive,5.0
O101568,2023-07-15,C1583,23,Male,188748,Standard,Pune,105,Coffee Maker,Home & Kitchen,Appliances,1,755.68,15,642.33,Credit Card,Mobile,Delivered,CAM05,Content Marketing,Organic,2000,India,,
O101569,2023-05-01,C1617,52,Male,122990,Budget,Pune,106,"LED Monitor 24""",Electronics,Monitors,3,1240.06,10,3348.16,Debit Card,Mobile,Delivered,CAM04,Partner Promo,Affiliate,8000,India,Positive,5.0
O101570,2023-06-26,C2060,26,Female,32772,Premium,Delhi,108,Desk Lamp,Home & Kitchen,Lighting,1,651.15,0,651.15,Wallet,Desktop,Delivered,CAM04,Partner Promo,Affiliate,8000,India,,
O101571,2023-02-06,C2043,55,Male,117826,Premium,Kolkata,106,"LED Monitor 24""",Electronics,Monitors,1,1561.27,0,1561.27,Debit Card,Desktop,Delivered,CAM03,Search Ads,PPC,20000,India,Neutral,3.0
O101572,2023-09-25,C1802,32,Male,233961,Premium,Chennai,107,Gaming Mouse,Electronics,Accessories,1,1782.26,0,1782.26,UPI,Tablet,Delivered,CAM02,Influencer Push,Social,12000,India,,
O101573,2024-02-02,C1111,49,Female,150090,Premium,Delhi,104,Running Shoes,Apparel,Footwear,1,852.49,5,809.87,Debit Card,Mobile,Delivered,CAM01,Spring Sale,Email,5000,India,Positive,5.0
O101574,2023-02-18,C2013,34,Male,218084,Standard,Kolkata,106,"LED Monitor 24""",Electronics,Monitors,1,1538.46,0,1538.46,NetBanking,Mobile,Returned,CAM03,Search Ads,PPC,20000,India,,
O101575,2023-01-21,C1230,33,Female,188101,Budget,Hyderabad,110,Backpack,Apparel,Bags,1,1226.44,5,1165.12,Debit Card,Desktop,Delivered,CAM06,Refer a Friend,Referral,1500,India,Positive,5.0
O101576,2023-01-05,C2023,53,Male,220214,Standard,Mumbai,105,Coffee Maker,Home & Kitchen,Appliances,1,780.38,0,780.38,Wallet,Mobile,Delivered,CAM06,Refer a Friend,Referral,1500,India,Positive,4.0
O101577,2023-07-25,C1145,28,Female,198276,Budget,Kolkata,102,Smartphone Case,Electronics,Accessories,2,1463.68,0,2927.36,Wallet,Desktop,Delivered,CAM06,Refer a Friend,Referral,1500,India,Positive,4.0
O101578,2023-07-06,C1024,25,Male,243163,Loyal,Chennai,107,Gaming Mouse,Electronics,Accessories,1,1517.73,10,1365.96,UPI,Desktop,Delivered,CAM05,Content Marketing,Organic,2000,India,,
O101579,2023-06-08,C1648,22,Female,94915,Standard,Mumbai,108,Desk Lamp,Home & Kitchen,Lighting,1,74.1,0,74.1,Debit Card,Desktop,Delivered,CAM05,Content Marketing,Organic,2000,India,,
O101580,2023-02-22,C1792,20,Male,246749,Standard,Chennai,110,Backpack,Apparel,Bags,1,927.95,20,742.36,Wallet,Desktop,Delivered,CAM01,Spring Sale,Email,5000,India,Positive,4.0
O101581,2023-04-10,C1861,45,Male,195680,Standard,Bengaluru,103,Yoga Mat,Sports,Fitness,1,1199.22,5,1139.26,UPI,Desktop,Delivered,CAM01,Spring Sale,Email,5000,India,,
O101582,2023-06-30,C2118,47,Male,83304,Standard,Delhi,111,T-shirt,Apparel,Clothing,1,813.17,0,813.17,Debit Card,Desktop,Delivered,CAM02,Influencer Push,Social,12000,India,,
O101583,2023-05-18,C1964,18,Female,37113,Standard,Bengaluru,101,Wireless Earbuds,Electronics,Audio,1,1051.89,0,1051.89,Credit Card,Mobile,Delivered,CAM04,Partner Promo,Affiliate,8000,India,Positive,4.0
O101584,2025-05-31,C1034,27,Other,184771,Premium,Hyderabad,109,Water Bottle,Sports,Accessories,1,106.48,0,106.48,Wallet,Mobile,Delivered,CAM02,Influencer Push,Social,12000,India,Positive,5.0
O101585,2023-01-30,C1138,52,Male,207593,Premium,Mumbai,109,Water Bottle,Sports,Accessories,1,87.83,0,87.83,Credit Card,Desktop,Delivered,CAM02,Influencer Push,Social,12000,India,Positive,5.0
O101586,2023-08-26,C1536,31,Female,230173,Standard,Delhi,102,Smartphone Case,Electronics,Accessories,1,921.85,0,921.85,Debit Card,Mobile,Delivered,CAM05,Content Marketing,Organic,2000,India,,
O101587,2023-04-14,C1081,38,Male,32157,Standard,Chennai,109,Water Bottle,Sports,Accessories,2,545.34,10,981.61,Credit Card,Mobile,Delivered,CAM01,Spring Sale,Email,5000,India,,
O101588,2023-04-22,C1815,43,Female,99821,Premium,Pune,107,Gaming Mouse,Electronics,Accessories,1,1504.85,0,1504.85,Wallet,Desktop,Delivered,CAM03,Search Ads,PPC,20000,India,Positive,5.0
O101589,2023-09-10,C1586,20,Female,161192,Budget,Hyderabad,109,Water Bottle,Sports,Accessories,1,765.66,10,689.09,Wallet,Desktop,Delivered,CAM01,Spring Sale,Email,5000,India,Positive,4.0
O101590,2023-08-24,C1850,55,Male,42050,Standard,Kolkata,107,Gaming Mouse,Electronics,Accessories,1,1672.21,0,1672.21,NetBanking,Desktop,Delivered,CAM01,Spring Sale,Email,5000,India,,
O101591,2025-08-05,C1823,55,Female,173278,Standard,Mumbai,110,Backpack,Apparel,Bags,2,1432.28,20,2291.65,Credit Card,Desktop,Delivered,CAM05,Content Marketing,Organic,2000,India,Positive,5.0
O101592,2023-01-28,C2098,20,Male,44765,Loyal,Mumbai,112,Blender,Home & Kitchen,Appliances,1,624.56,10,562.1,Wallet,Mobile,Delivered,CAM06,Refer a Friend,Referral,1500,India,Positive,4.0
O101593,2023-01-22,C1312,56,Female,183161,Standard,Pune,108,Desk Lamp,Home & Kitchen,Lighting,1,616.09,20,492.87,UPI,Mobile,Delivered,CAM03,Search Ads,PPC,20000,India,Positive,4.0
O101594,2023-09-15,C1171,30,Male,67726,Budget,Pune,103,Yoga Mat,Sports,Fitness,1,759.32,15,645.42,UPI,Desktop,Cancelled,CAM05,Content Marketing,Organic,2000,India,,
O101595,2023-06-22,C1161,33,Female,79610,Standard,Chennai,105,Coffee Maker,Home & Kitchen,Appliances,1,590.64,0,590.64,Wallet,Mobile,Delivered,CAM01,Spring Sale,Email,5000,India,Positive,5.0
O101596,2023-03-06,C1416,40,Male,241280,Standard,Pune,111,T-shirt,Apparel,Clothing,1,475.7,20,380.56,Debit Card,Mobile,Delivered,CAM05,Content Marketing,Organic,2000,India,,
O101597,2023-01-17,C2098,20,Male,44765,Loyal,Mumbai,111,T-shirt,Apparel,Clothing,2,689.99,0,1379.98,UPI,Desktop,Delivered,CAM02,Influencer Push,Social,12000,India,Neutral,3.0
O101598,2023-01-18,C1800,25,Male,93210,Standard,Mumbai,105,Coffee Maker,Home & Kitchen,Appliances,1,1006.63,0,1006.63,Wallet,Desktop,Delivered,CAM05,Content Marketing,Organic,2000,India,Positive,5.0
O101599,2024-03-25,C1135,54,Female,220979,Premium,Delhi,110,Backpack,Apparel,Bags,1,1251.85,0,1251.85,UPI,Mobile,Delivered,CAM04,Partner Promo,Affiliate,8000,India,Positive,5.0
O101600,2023-02-12,C1895,18,Other,130377,Budget,Chennai,112,Blender,Home & Kitchen,Appliances,1,1113.59,10,1002.23,Debit Card,Mobile,Delivered,CAM03,Search Ads,PPC,20000,India,Positive,4.0
O101601,2023-03-20,C1118,59,Male,20829,Budget,Hyderabad,107,Gaming Mouse,Electronics,Accessories,1,1257.79,0,1257.79,Debit Card,Mobile,Delivered,CAM04,Partner Promo,Affiliate,8000,India,,
O101602,2023-02-21,C1176,57,Male,236454,Loyal,Chennai,104,Running Shoes,Apparel,Footwear,1,863.32,0,863.32,NetBanking,Mobile,Delivered,CAM02,Influencer Push,Social,12000,India,,
O101603,2023-03-29,C1237,42,Female,100001,Budget,Kolkata,101,Wireless Earbuds,Electronics,Audio,1,1172.4,0,1172.4,NetBanking,Desktop,Delivered,CAM05,Content Marketing,Organic,2000,India,Positive,4.0
O101604,2023-01-15,C1112,29,Male,20192,Budget,Mumbai,106,"LED Monitor 24""",Electronics,Monitors,1,1494.84,20,1195.87,UPI,Desktop,Delivered,CAM01,Spring Sale,Email,5000,India,Positive,5.0
O101605,2023-05-27,C1359,30,Male,207328,Standard,Bengaluru,104,Running Shoes,Apparel,Footwear,1,650.45,0,650.45,Credit Card,Desktop,Delivered,CAM03,Search Ads,PPC,20000,India,Positive,5.0
O101606,2023-01-15,C1025,38,Female,229766,Budget,Bengaluru,111,T-shirt,Apparel,Clothing,1,1269.15,0,1269.15,Debit Card,Mobile,Delivered,CAM06,Refer a Friend,Referral,1500,India,,
O101607,2023-11-19,C1023,38,Male,21475,Budget,Kolkata,112,Blender,Home & Kitchen,Appliances,2,580.91,0,1161.82,Debit Card,Desktop,Returned,CAM06,Refer a Friend,Referral,1500,India,,
O101608,2023-02-23,C2016,27,Male,118021,Budget,Kolkata,102,Smartphone Case,Electronics,Accessories,1,1219.32,0,1219.32,UPI,Desktop,Cancelled,CAM03,Search Ads,PPC,20000,India,,
O101609,2023-06-05,C2071,26,Female,166126,Premium,Chennai,107,Gaming Mouse,Electronics,Accessories,1,1382.11,0,1382.11,Wallet,Mobile,Delivered,CAM06,Refer a Friend,Referral,1500,India,Positive,4.0
O101610,2024-02-29,C1530,26,Male,115970,Premium,Chennai,112,Blender,Home & Kitchen,Appliances,1,604.5,0,604.5,Debit Card,Desktop,Delivered,CAM06,Refer a Friend,Referral,1500,India,Positive,5.0
O101611,2023-07-30,C1761,55,Male,52271,Premium,Chennai,111,T-shirt,Apparel,Clothing,3,1163.37,0,3490.11,Debit Card,Mobile,Delivered,CAM04,Partner Promo,Affiliate,8000,India,,
O101612,2023-06-02,C1550,37,Male,218834,Budget,Pune,111,T-shirt,Apparel,Clothing,1,838.58,5,796.65,Credit Card,Desktop,Delivered,CAM02,Influencer Push,Social,12000,India,Positive,4.0
O101613,2023-03-20,C1060,34,Male,73601,Budget,Delhi,101,Wireless Earbuds,Electronics,Audio,1,1042.62,5,990.49,UPI,Desktop,Delivered,CAM06,Refer a Friend,Referral,1500,India,,
O101614,2023-03-22,C1879,59,Male,219561,Standard,Kolkata,106,"LED Monitor 24""",Electronics,Monitors,2,1216.51,0,2433.02,UPI,Mobile,Delivered,CAM04,Partner Promo,Affiliate,8000,India,Negative,1.0
O101615,2023-08-10,C2072,43,Female,32165,Budget,Hyderabad,101,Wireless Earbuds,Electronics,Audio,1,1646.46,0,1646.46,Credit Card,Tablet,Delivered,CAM01,Spring Sale,Email,5000,India,Positive,4.0
O101616,2025-10-24,C1538,47,Female,117192,Standard,Chennai,102,Smartphone Case,Electronics,Accessories,2,1125.44,0,2250.88,Wallet,Tablet,Delivered,CAM06,Refer a Friend,Referral,1500,India,,
O101617,2023-08-05,C1157,54,Male,201800,Budget,Hyderabad,103,Yoga Mat,Sports,Fitness,1,757.41,0,757.41,NetBanking,Desktop,Delivered,CAM04,Partner Promo,Affiliate,8000,India,Positive,4.0
O101618,2023-06-13,C1932,35,Female,121242,Standard,Hyderabad,105,Coffee Maker,Home & Kitchen,Appliances,1,661.68,0,661.68,Wallet,Mobile,Delivered,CAM05,Content Marketing,Organic,2000,India,,
O101619,2023-09-20,C1737,22,Male,229233,Standard,Chennai,108,Desk Lamp,Home & Kitchen,Lighting,1,1299.33,10,1169.4,Credit Card,Desktop,Delivered,CAM05,Content Marketing,Organic,2000,India,Positive,5.0
O101620,2023-05-06,C2023,53,Male,220214,Standard,Mumbai,101,Wireless Earbuds,Electronics,Audio,1,2422.1,0,2422.1,Wallet,Mobile,Delivered,CAM03,Search Ads,PPC,20000,India,,
O101621,2023-01-13,C1341,39,Female,111324,Standard,Hyderabad,101,Wireless Earbuds,Electronics,Audio,1,1068.37,0,1068.37,UPI,Desktop,Returned,CAM04,Partner Promo,Affiliate,8000,India,,
O101622,2023-06-15,C1322,19,Male,243748,Standard,Pune,107,Gaming Mouse,Electronics,Accessories,1,2504.3,5,2379.08,UPI,Desktop,Delivered,CAM05,Content Marketing,Organic,2000,India,Positive,4.0
O101623,2024-09-24,C1210,45,Male,137640,Standard,Hyderabad,112,Blender,Home & Kitchen,Appliances,1,1246.48,5,1184.16,Wallet,Desktop,Delivered,CAM05,Content Marketing,Organic,2000,India,Positive,4.0
O101624,2023-02-08,C1236,59,Male,224019,Standard,Delhi,110,Backpack,Apparel,Bags,1,1248.96,15,1061.62,Debit Card,Mobile,Delivered,CAM02,Influencer Push,Social,12000,India,,
O101625,2023-08-23,C2042,59,Male,153570,Standard,Mumbai,111,T-shirt,Apparel,Clothing,1,998.14,0,998.14,Credit Card,Mobile,Delivered,CAM05,Content Marketing,Organic,2000,India,,
O101626,2023-02-14,C1090,26,Female,118134,Budget,Delhi,104,Running Shoes,Apparel,Footwear,1,1037.46,0,1037.46,Credit Card,Mobile,Delivered,CAM05,Content Marketing,Organic,2000,India,Positive,4.0
O101627,2023-06-03,C1500,45,Female,117406,Budget,Hyderabad,106,"LED Monitor 24""",Electronics,Monitors,1,2135.37,15,1815.06,Credit Card,Mobile,Delivered,CAM03,Search Ads,PPC,20000,India,Positive,5.0
O101628,2023-01-21,C1966,39,Male,30588,Budget,Bengaluru,110,Backpack,Apparel,Bags,3,1286.75,0,3860.25,UPI,Mobile,Delivered,CAM05,Content Marketing,Organic,2000,India,,
O101629,2023-04-30,C1784,51,Male,185456,Budget,Kolkata,107,Gaming Mouse,Electronics,Accessories,1,1607.67,0,1607.67,Debit Card,Mobile,Cancelled,CAM01,Spring Sale,Email,5000,India,,
O101630,2023-10-10,C1366,37,Male,221384,Standard,Pune,105,Coffee Maker,Home & Kitchen,Appliances,1,1413.42,5,1342.75,Credit Card,Desktop,Delivered,CAM05,Content Marketing,Organic,2000,India,Positive,5.0
O101631,2023-03-27,C2132,44,Male,34924,Standard,Bengaluru,108,Desk Lamp,Home & Kitchen,Lighting,1,1753.41,0,1753.41,NetBanking,Mobile,Delivered,CAM06,Refer a Friend,Referral,1500,India,,
O101632,2023-08-07,C1459,36,Female,84778,Standard,Bengaluru,108,Desk Lamp,Home & Kitchen,Lighting,1,238.0,0,238.0,UPI,Desktop,Delivered,CAM06,Refer a Friend,Referral,1500,India,,
O101633,2023-11-14,C1508,18,Female,148692,Standard,Bengaluru,107,Gaming Mouse,Electronics,Accessories,2,1668.38,0,3336.76,NetBanking,Mobile,Delivered,CAM01,Spring Sale,Email,5000,India,Positive,4.0
O101634,2024-06-07,C1655,30,Female,157181,Loyal,Delhi,112,Blender,Home & Kitchen,Appliances,2,849.6,0,1699.2,UPI,Mobile,Delivered,CAM04,Partner Promo,Affiliate,8000,India,,
O101635,2023-02-23,C1159,36,Female,142769,Premium,Delhi,108,Desk Lamp,Home & Kitchen,Lighting,1,890.36,0,890.36,Wallet,Mobile,Delivered,CAM01,Spring Sale,Email,5000,India,,
O101636,2023-04-12,C1763,44,Male,192804,Standard,Hyderabad,107,Gaming Mouse,Electronics,Accessories,1,1746.39,0,1746.39,Credit Card,Mobile,Delivered,CAM06,Refer a Friend,Referral,1500,India,,
O101637,2023-02-03,C2028,42,Female,245144,Premium,Pune,110,Backpack,Apparel,Bags,1,1493.48,0,1493.48,Credit Card,Mobile,Delivered,CAM05,Content Marketing,Organic,2000,India,Neutral,3.0
O101638,2025-09-05,C1367,36,Female,102483,Standard,Mumbai,106,"LED Monitor 24""",Electronics,Monitors,1,897.08,0,897.08,Debit Card,Desktop,Delivered,CAM02,Influencer Push,Social,12000,India,,
O101639,2024-06-07,C2056,51,Male,70264,Standard,Hyderabad,111,T-shirt,Apparel,Clothing,1,1212.92,0,1212.92,Credit Card,Mobile,Delivered,CAM02,Influencer Push,Social,12000,India,,
O101640,2023-06-05,C1821,50,Female,241340,Loyal,Hyderabad,106,"LED Monitor 24""",Electronics,Monitors,1,2004.5,0,2004.5,Credit Card,Mobile,Delivered,CAM02,Influencer Push,Social,12000,India,Positive,5.0
O101641,2024-01-05,C1952,37,Female,144858,Premium,Mumbai,104,Running Shoes,Apparel,Footwear,1,59.67,0,59.67,UPI,Mobile,Delivered,CAM06,Refer a Friend,Referral,1500,India,Positive,5.0
O101642,2023-05-28,C1636,34,Male,136282,Standard,Bengaluru,112,Blender,Home & Kitchen,Appliances,1,1431.89,0,1431.89,UPI,Desktop,Delivered,CAM06,Refer a Friend,Referral,1500,India,Positive,5.0
O101643,2023-07-15,C1176,57,Male,236454,Loyal,Chennai,110,Backpack,Apparel,Bags,1,1252.51,0,1252.51,Wallet,Desktop,Delivered,CAM04,Partner Promo,Affiliate,8000,India,Positive,4.0
O101644,2023-01-19,C1935,58,Male,100205,Standard,Chennai,105,Coffee Maker,Home & Kitchen,Appliances,1,1104.35,0,1104.35,Credit Card,Mobile,Delivered,CAM02,Influencer Push,Social,12000,India,,
O101645,2023-10-09,C1755,28,Male,180335,Premium,Hyderabad,108,Desk Lamp,Home & Kitchen,Lighting,1,1621.02,0,1621.02,Debit Card,Desktop,Delivered,CAM02,Influencer Push,Social,12000,India,Positive,5.0
O101646,2023-01-28,C1597,19,Male,207990,Budget,Mumbai,101,Wireless Earbuds,Electronics,Audio,1,1531.86,0,1531.86,Wallet,Mobile,Delivered,CAM05,Content Marketing,Organic,2000,India,Neutral,3.0
O101647,2023-12-16,C1622,52,Female,87932,Premium,Hyderabad,108,Desk Lamp,Home & Kitchen,Lighting,1,906.53,0,906.53,Wallet,Desktop,Delivered,CAM02,Influencer Push,Social,12000,India,,
O101648,2023-11-01,C1496,32,Male,166197,Standard,Pune,109,Water Bottle,Sports,Accessories,1,1264.68,0,1264.68,NetBanking,Desktop,Delivered,CAM02,Influencer Push,Social,12000,India,Positive,4.0
O101649,2023-09-04,C1754,55,Male,40103,Standard,Kolkata,102,Smartphone Case,Electronics,Accessories,1,1861.77,0,1861.77,Wallet,Mobile,Delivered,CAM01,Spring Sale,Email,5000,India,Positive,5.0
O101650,2023-01-08,C2010,29,Male,138145,Standard,Mumbai,105,Coffee Maker,Home & Kitchen,Appliances,2,1030.82,0,2061.64,Debit Card,Mobile,Delivered,CAM02,Influencer Push,Social,12000,India,,
O101651,2023-03-14,C2119,25,Female,118606,Premium,Hyderabad,109,Water Bottle,Sports,Accessories,1,804.39,0,804.39,Debit Card,Desktop,Delivered,CAM03,Search Ads,PPC,20000,India,Positive,4.0
O101652,2023-03-03,C1308,44,Female,158684,Standard,Delhi,108,Desk Lamp,Home & Kitchen,Lighting,1,1218.13,0,1218.13,Credit Card,Mobile,Delivered,CAM01,Spring Sale,Email,5000,India,Neutral,3.0
O101653,2023-03-31,C1839,37,Female,141733,Loyal,Mumbai,101,Wireless Earbuds,Electronics,Audio,1,1461.78,0,1461.78,Credit Card,Mobile,Delivered,CAM03,Search Ads,PPC,20000,India,Positive,5.0
O101654,2023-01-19,C1477,46,Male,111188,Premium,Hyderabad,110,Backpack,Apparel,Bags,1,957.79,10,862.01,Wallet,Mobile,Delivered,CAM01,Spring Sale,Email,5000,India,Negative,2.0
O101655,2024-07-06,C1709,27,Male,103027,Budget,Hyderabad,107,Gaming Mouse,Electronics,Accessories,1,923.49,0,923.49,Credit Card,Mobile,Delivered,CAM01,Spring Sale,Email,5000,India,Positive,5.0
O101656,2023-06-11,C1686,28,Male,132729,Loyal,Chennai,104,Running Shoes,Apparel,Footwear,1,616.54,0,616.54,Credit Card,Mobile,Delivered,CAM05,Content Marketing,Organic,2000,India,Positive,5.0
O101657,2023-03-14,C1770,48,Female,161222,Premium,Hyderabad,105,Coffee Maker,Home & Kitchen,Appliances,1,1106.22,0,1106.22,UPI,Mobile,Delivered,CAM05,Content Marketing,Organic,2000,India,Positive,5.0
O101658,2023-04-12,C1212,52,Male,191454,Standard,Delhi,112,Blender,Home & Kitchen,Appliances,1,912.35,0,912.35,Debit Card,Mobile,Returned,CAM05,Content Marketing,Organic,2000,India,,
O101659,2023-04-29,C2085,19,Male,188108,Budget,Kolkata,102,Smartphone Case,Electronics,Accessories,1,1719.74,0,1719.74,Debit Card,Desktop,Delivered,CAM03,Search Ads,PPC,20000,India,Positive,4.0
O101660,2023-07-03,C1859,46,Female,26528,Budget,Hyderabad,107,Gaming Mouse,Electronics,Accessories,1,1571.43,5,1492.86,NetBanking,Mobile,Delivered,CAM03,Search Ads,PPC,20000,India,Positive,4.0
O101661,2023-05-26,C1122,40,Female,33263,Standard,Chennai,107,Gaming Mouse,Electronics,Accessories,1,1749.35,0,1749.35,Debit Card,Desktop,Delivered,CAM02,Influencer Push,Social,12000,India,,
O101662,2024-05-18,C1573,24,Female,146743,Premium,Delhi,109,Water Bottle,Sports,Accessories,1,59.45,0,59.45,Credit Card,Mobile,Delivered,CAM06,Refer a Friend,Referral,1500,India,,
O101663,2023-05-18,C1089,24,Female,19507,Budget,Kolkata,107,Gaming Mouse,Electronics,Accessories,1,1635.73,0,1635.73,Debit Card,Desktop,Returned,CAM03,Search Ads,PPC,20000,India,,
O101664,2025-08-27,C2064,20,Female,19576,Standard,Chennai,112,Blender,Home & Kitchen,Appliances,1,272.05,0,272.05,NetBanking,Mobile,Delivered,CAM01,Spring Sale,Email,5000,India,,
O101665,2024-01-17,C1762,19,Female,92256,Standard,Chennai,102,Smartphone Case,Electronics,Accessories,2,1916.53,5,3641.41,NetBanking,Desktop,Delivered,CAM02,Influencer Push,Social,12000,India,,
O101666,2023-02-16,C1173,46,Male,175552,Budget,Hyderabad,111,T-shirt,Apparel,Clothing,1,826.92,0,826.92,Wallet,Desktop,Delivered,CAM05,Content Marketing,Organic,2000,India,,
O101667,2024-06-17,C1195,57,Male,213393,Budget,Hyderabad,103,Yoga Mat,Sports,Fitness,1,627.12,5,595.76,Wallet,Desktop,Delivered,CAM02,Influencer Push,Social,12000,India,,
O101668,2023-01-25,C1273,21,Female,95618,Budget,Delhi,101,Wireless Earbuds,Electronics,Audio,3,1639.4,10,4426.38,NetBanking,Desktop,Delivered,CAM02,Influencer Push,Social,12000,India,,
O101669,2023-12-07,C1153,21,Female,182022,Standard,Kolkata,102,Smartphone Case,Electronics,Accessories,2,1405.27,0,2810.54,Wallet,Mobile,Delivered,CAM06,Refer a Friend,Referral,1500,India,Negative,2.0
O101670,2023-04-06,C2162,30,Female,76160,Standard,Bengaluru,105,Coffee Maker,Home & Kitchen,Appliances,1,762.1,5,724.0,Credit Card,Mobile,Delivered,CAM03,Search Ads,PPC,20000,India,Neutral,3.0
O101671,2024-02-25,C1890,54,Male,45020,Budget,Bengaluru,102,Smartphone Case,Electronics,Accessories,1,1958.47,0,1958.47,Debit Card,Mobile,Delivered,CAM03,Search Ads,PPC,20000,India,Negative,2.0
O101672,2024-02-10,C1484,59,Male,193554,Standard,Kolkata,104,Running Shoes,Apparel,Footwear,1,1196.87,0,1196.87,UPI,Desktop,Delivered,CAM06,Refer a Friend,Referral,1500,India,Negative,2.0
O101673,2023-11-24,C1534,35,Female,76562,Budget,Mumbai,102,Smartphone Case,Electronics,Accessories,1,1615.61,0,1615.61,UPI,Mobile,Delivered,CAM01,Spring Sale,Email,5000,India,,
O101674,2023-11-09,C1804,18,Female,150607,Standard,Chennai,111,T-shirt,Apparel,Clothing,1,1378.48,0,1378.48,UPI,Desktop,Delivered,CAM02,Influencer Push,Social,12000,India,Neutral,3.0
O101675,2023-03-14,C1651,56,Male,44669,Budget,Mumbai,109,Water Bottle,Sports,Accessories,1,629.62,0,629.62,NetBanking,Tablet,Delivered,CAM02,Influencer Push,Social,12000,India,Positive,5.0
O101676,2023-01-17,C1556,18,Male,198206,Premium,Hyderabad,101,Wireless Earbuds,Electronics,Audio,2,1963.68,0,3927.36,Debit Card,Mobile,Delivered,CAM06,Refer a Friend,Referral,1500,India,Positive,5.0
O101677,2023-04-14,C1152,42,Female,242650,Loyal,Chennai,107,Gaming Mouse,Electronics,Accessories,1,1375.24,0,1375.24,Debit Card,Desktop,Cancelled,CAM03,Search Ads,PPC,20000,India,,
O101678,2023-02-08,C1278,53,Female,208609,Budget,Chennai,107,Gaming Mouse,Electronics,Accessories,2,1125.24,0,2250.48,Wallet,Mobile,Delivered,CAM05,Content Marketing,Organic,2000,India,Positive,4.0
O101679,2023-08-26,C1223,46,Female,34797,Standard,Bengaluru,107,Gaming Mouse,Electronics,Accessories,3,1343.13,0,4029.39,Debit Card,Tablet,Delivered,CAM03,Search Ads,PPC,20000,India,Positive,4.0
O101680,2023-03-26,C1216,23,Male,39142,Premium,Kolkata,111,T-shirt,Apparel,Clothing,1,880.76,0,880.76,Debit Card,Mobile,Delivered,CAM04,Partner Promo,Affiliate,8000,India,,
O101681,2025-01-12,C1920,32,Female,202187,Standard,Kolkata,102,Smartphone Case,Electronics,Accessories,1,2061.92,0,2061.92,NetBanking,Desktop,Delivered,CAM01,Spring Sale,Email,5000,India,,
O101682,2023-07-24,C1643,39,Female,117320,Budget,Bengaluru,108,Desk Lamp,Home & Kitchen,Lighting,2,1117.79,0,2235.58,NetBanking,Mobile,Delivered,CAM06,Refer a Friend,Referral,1500,India,Positive,4.0
O101683,2023-12-12,C1247,52,Other,132517,Premium,Delhi,111,T-shirt,Apparel,Clothing,1,1255.24,0,1255.24,Wallet,Tablet,Delivered,CAM02,Influencer Push,Social,12000,India,,
O101684,2023-01-29,C1733,43,Male,74052,Premium,Pune,101,Wireless Earbuds,Electronics,Audio,1,1689.32,20,1351.46,Debit Card,Desktop,Delivered,CAM04,Partner Promo,Affiliate,8000,India,,
O101685,2024-02-01,C1925,43,Male,111090,Standard,Kolkata,106,"LED Monitor 24""",Electronics,Monitors,1,1913.19,0,1913.19,UPI,Mobile,Delivered,CAM02,Influencer Push,Social,12000,India,Positive,4.0
O101686,2024-05-27,C1948,58,Female,84165,Standard,Hyderabad,106,"LED Monitor 24""",Electronics,Monitors,1,1449.41,0,1449.41,UPI,Mobile,Delivered,CAM05,Content Marketing,Organic,2000,India,Positive,4.0
O101687,2023-05-14,C1245,22,Male,99853,Standard,Bengaluru,108,Desk Lamp,Home & Kitchen,Lighting,1,688.94,0,688.94,Credit Card,Desktop,Delivered,CAM01,Spring Sale,Email,5000,India,,
O101688,2023-07-06,C1322,19,Male,243748,Standard,Pune,102,Smartphone Case,Electronics,Accessories,3,1429.7,0,4289.1,UPI,Desktop,Delivered,CAM05,Content Marketing,Organic,2000,India,Positive,4.0
O101689,2023-10-17,C1082,39,Male,191637,Standard,Bengaluru,103,Yoga Mat,Sports,Fitness,2,511.11,0,1022.22,Debit Card,Mobile,Delivered,CAM02,Influencer Push,Social,12000,India,,
O101690,2023-02-08,C1671,48,Male,147574,Standard,Mumbai,110,Backpack,Apparel,Bags,3,855.46,0,2566.38,Debit Card,Mobile,Delivered,CAM06,Refer a Friend,Referral,1500,India,,
